0.000000000000000e+000 0.000000000000000e+000 0.000000000000000e+000 0.000000000000000e+000 0.000000000000000e+000 
2.000000000000000e-013 -2.474447167623849e-007 4.150263150921630e-006 -6.128773109898042e-006 -2.600684990296887e-006 
4.000000000000000e-013 5.771399366080325e-006 -5.135300416916751e-006 -8.462975602634880e-006 5.803879676031340e-006 
6.000000000000001e-013 1.729915213907302e-005 5.014580826965495e-006 -1.081071992250241e-005 1.780282157250085e-006 
8.000000000000000e-013 1.465177434132096e-005 4.378681046212993e-006 -1.046036578293289e-005 -3.842497179658576e-006 
1.000000000000000e-012 3.721903951658384e-005 1.784130673081442e-005 -8.857293280012150e-006 -1.313561804433407e-005 
1.200000000000000e-012 4.092220449570704e-005 2.344251303373594e-005 1.637682063089325e-005 -9.691206082950149e-006 
1.400000000000000e-012 3.847958371171368e-005 4.488204790602918e-005 3.159577727880219e-005 5.723961129466031e-006 
1.600000000000000e-012 4.135515912844725e-005 3.805636182318221e-005 3.592437567716476e-005 2.124897293192446e-005 
1.800000000000000e-012 3.052141657511951e-005 3.686563053600984e-005 4.357571356582942e-005 3.325719099074426e-005 
2.000000000000000e-012 3.336347570128860e-005 4.593997317237433e-005 6.304204305357127e-005 3.963207208225960e-005 
2.200000000000000e-012 4.389474154134577e-005 5.600357030035979e-005 7.210278828161587e-005 4.243631538058759e-005 
2.400000000000000e-012 4.492988307849402e-005 4.777639995350441e-005 7.660952169162052e-005 6.733493197820081e-005 
2.600000000000000e-012 5.403017938460486e-005 5.930287156144531e-005 7.384342556022381e-005 6.106667996633408e-005 
2.800000000000000e-012 6.326518770325963e-005 7.459660970357229e-005 7.725163880651895e-005 7.555338263772263e-005 
3.000000000000000e-012 7.000449221104740e-005 8.072587225796555e-005 8.022884248864609e-005 7.467287668642859e-005 
3.200000000000000e-012 7.355674773936827e-005 7.599215522746787e-005 7.322662493655556e-005 6.598752741512773e-005 
3.400000000000000e-012 7.243492487332642e-005 7.238597945952273e-005 7.333366981767763e-005 7.028227158716674e-005 
3.600000000000000e-012 8.971111316959107e-005 7.742592482317374e-005 5.971832192317629e-005 7.166260969878237e-005 
3.800000000000000e-012 8.217108462677050e-005 7.875723443528205e-005 8.113901731960157e-005 8.598097150543957e-005 
4.000000000000000e-012 7.087091848557655e-005 9.106512161312503e-005 8.416444024574173e-005 9.348976771516108e-005 
4.200000000000000e-012 7.609918781672298e-005 9.689001760620037e-005 8.150090031871155e-005 9.171605092717056e-005 
4.400000000000000e-012 7.339123857428907e-005 1.012209211128080e-004 9.865937842680390e-005 9.026319008292104e-005 
4.600000000000000e-012 9.438438323813363e-005 1.107784045267084e-004 1.064898438168499e-004 9.086672051104047e-005 
4.800000000000000e-012 1.047510114973182e-004 1.263351272594151e-004 1.133693814003580e-004 9.883632535521753e-005 
5.000000000000000e-012 1.173623046123728e-004 1.173425994711009e-004 1.197841340753436e-004 9.669705749111824e-005 
5.200000000000000e-012 1.169218692043492e-004 1.156249490887483e-004 1.246498151583176e-004 9.833918612584885e-005 
5.400000000000000e-012 1.072744411832288e-004 1.196081920157612e-004 1.239335241701774e-004 9.566975811647525e-005 
5.600000000000000e-012 9.353933255078773e-005 1.075467982492374e-004 1.324509052342476e-004 9.732701356378513e-005 
5.800000000000000e-012 9.009247865731453e-005 9.798501430344130e-005 1.224701886980322e-004 9.537718788651839e-005 
6.000000000000000e-012 9.893944212821458e-005 1.091696118364606e-004 1.295912093710430e-004 8.954376848201439e-005 
6.199999999999999e-012 1.052075520396524e-004 1.103877724609262e-004 1.272764866140697e-004 8.558145150059305e-005 
6.399999999999999e-012 1.031465001662439e-004 1.062073619408110e-004 1.116814381974876e-004 8.499803500039619e-005 
6.599999999999999e-012 1.046811073506262e-004 1.117960823601852e-004 1.046630364759249e-004 7.467358955022991e-005 
6.799999999999999e-012 1.066678853964074e-004 1.128416322684631e-004 1.060069056930669e-004 7.696852509502418e-005 
6.999999999999999e-012 9.744838473550171e-005 1.059991328377814e-004 1.062627024230711e-004 6.871857474616778e-005 
7.199999999999999e-012 8.945192281382954e-005 9.857216185720215e-005 1.071876350946132e-004 6.587982677190781e-005 
7.400000000000000e-012 7.921716634727304e-005 9.130039166466112e-005 9.558137992995111e-005 5.442998476171327e-005 
7.600000000000000e-012 5.920774388715301e-005 8.415806367870940e-005 9.200905711657233e-005 6.953735167188032e-005 
7.800000000000000e-012 3.739930138538299e-005 6.815610174792869e-005 1.144468987904960e-004 7.356775038327300e-005 
8.000000000000000e-012 4.510767737616796e-005 6.190073596447362e-005 1.135263826946519e-004 8.009079740636335e-005 
8.200000000000000e-012 4.749867003010199e-005 5.014350103125086e-005 1.367715538930203e-004 8.832276595732335e-005 
8.400000000000000e-012 4.364088545801056e-005 6.469472893243618e-005 1.543214268976657e-004 9.732618120869231e-005 
8.600000000000000e-012 4.618230376531739e-005 6.676715963069101e-005 1.586775024023632e-004 8.780080516223733e-005 
8.800000000000000e-012 4.957187918106280e-005 7.128288583053260e-005 1.527448441298244e-004 7.046798108058689e-005 
9.000000000000000e-012 5.074837064735266e-005 6.843404233056280e-005 1.847882204182020e-004 7.121896370255157e-005 
9.200000000000000e-012 5.599628430311258e-005 7.094021261023712e-005 1.805788137523933e-004 7.662864258876606e-005 
9.400000000000000e-012 5.553959377413527e-005 6.117754608578368e-005 1.944446564406899e-004 7.209985850627254e-005 
9.600000000000000e-012 6.088428755534727e-005 6.283915280542891e-005 2.057610842526257e-004 6.752212670431599e-005 
9.799999999999999e-012 5.985149475013764e-005 6.053981679113642e-005 2.129840382644080e-004 7.253238501908523e-005 
9.999999999999999e-012 7.388873629594806e-005 5.443857960115454e-005 2.336130709871629e-004 9.392575406390986e-005 
1.020000000000000e-011 7.575518864685085e-005 7.314949653422540e-005 2.508054388448244e-004 9.087414232433008e-005 
1.040000000000000e-011 8.479606678189241e-005 7.601501160697875e-005 2.771280765012251e-004 7.395413123748711e-005 
1.060000000000000e-011 9.286700439628644e-005 7.441958685838625e-005 2.924916219542561e-004 7.170728932392012e-005 
1.080000000000000e-011 9.197557488050327e-005 5.960561936025752e-005 3.172659470270711e-004 8.335896644817726e-005 
1.100000000000000e-011 8.844589045515405e-005 6.041665885653315e-005 3.359666965248406e-004 8.914728405407832e-005 
1.120000000000000e-011 9.039316040233204e-005 7.110532389478072e-005 3.530411095156769e-004 9.946886592140980e-005 
1.140000000000000e-011 9.299716790262524e-005 7.398288454376546e-005 3.732637807443319e-004 9.455209902717838e-005 
1.160000000000000e-011 9.921596782654302e-005 7.936540319136606e-005 3.765341310865175e-004 9.477930787207361e-005 
1.180000000000000e-011 1.027116137451508e-004 9.033619009255403e-005 3.777277568135559e-004 1.090506608765731e-004 
1.200000000000000e-011 1.112478561181531e-004 9.652022634457777e-005 3.800992626413862e-004 1.166532906602559e-004 
1.220000000000000e-011 1.147729005030666e-004 1.032256531864245e-004 3.846922922008134e-004 1.294458720672289e-004 
1.240000000000000e-011 1.007060911992724e-004 1.009658174465949e-004 3.643440190090254e-004 1.360785226475797e-004 
1.260000000000000e-011 1.103424405923019e-004 1.042044065053541e-004 3.337952347593587e-004 1.487764585538589e-004 
1.280000000000000e-011 1.175415762396368e-004 1.150229903293537e-004 3.149188313800827e-004 1.591082719412216e-004 
1.300000000000000e-011 1.244927537062663e-004 1.285411441559152e-004 2.810612526024480e-004 1.638866020125406e-004 
1.320000000000000e-011 1.382135816277766e-004 1.381577449595257e-004 2.619362073566795e-004 1.682768451889000e-004 
1.340000000000000e-011 1.556739089002967e-004 1.516702728577734e-004 2.270524953440488e-004 1.871470938350551e-004 
1.360000000000000e-011 1.561740845057653e-004 1.442105941666131e-004 1.933111061267048e-004 1.954038682796434e-004 
1.380000000000000e-011 1.638882228556626e-004 1.447872283427919e-004 1.746503832403541e-004 2.031590357564061e-004 
1.400000000000000e-011 1.787739163551995e-004 1.514983939924982e-004 1.556526037255950e-004 2.188179756797914e-004 
1.420000000000000e-011 1.833136672483395e-004 1.709424071129564e-004 1.482468146105484e-004 2.212795210188193e-004 
1.440000000000000e-011 1.807681188298454e-004 1.861071870790941e-004 1.412330212400201e-004 2.400084891367994e-004 
1.460000000000000e-011 1.927110104398866e-004 1.861302238740438e-004 1.478620960726664e-004 2.559022077803899e-004 
1.480000000000000e-011 2.062496097174749e-004 1.944970338766184e-004 1.514963266645176e-004 2.769548694230082e-004 
1.500000000000000e-011 2.121489834723926e-004 2.090916582604435e-004 1.425714254558518e-004 2.881611366231204e-004 
1.520000000000000e-011 2.171470812930956e-004 2.113080402272253e-004 1.296974828780295e-004 3.070427404420006e-004 
1.540000000000000e-011 2.193781560172387e-004 2.241322832654953e-004 1.225391502077329e-004 3.251564883289479e-004 
1.560000000000000e-011 2.160976335422715e-004 2.276684229388930e-004 1.046097855545298e-004 3.412095908915180e-004 
1.580000000000000e-011 2.166462451362575e-004 2.239650344135653e-004 1.036761253945630e-004 3.501767379698287e-004 
1.600000000000000e-011 2.176340759303484e-004 2.220964583396049e-004 9.308821146823392e-005 3.344725802060334e-004 
1.620000000000000e-011 2.437545978772193e-004 2.239115805473754e-004 8.746069046031354e-005 3.301118080563626e-004 
1.640000000000000e-011 2.421891574752666e-004 2.240283934697133e-004 8.022942127296419e-005 3.078063729777496e-004 
1.660000000000000e-011 2.400405443512782e-004 2.283021627213639e-004 8.056275883977439e-005 2.761966214272212e-004 
1.680000000000000e-011 2.296193371437259e-004 2.352379468908754e-004 8.283774414487523e-005 2.559448201645070e-004 
1.700000000000000e-011 2.346180298379598e-004 2.263933655866137e-004 6.900288060753772e-005 2.433107319851755e-004 
1.720000000000000e-011 2.393720488378451e-004 2.200547434661949e-004 5.882061860301840e-005 2.238369435377933e-004 
1.740000000000000e-011 2.421945474422915e-004 2.280921410378754e-004 6.146972269007173e-005 2.007719370884635e-004 
1.760000000000000e-011 2.615717359431022e-004 2.187508229301295e-004 6.836579052827876e-005 1.887846608505006e-004 
1.780000000000000e-011 2.464243073300800e-004 2.000526001569776e-004 7.136948323712645e-005 1.889154131594635e-004 
1.800000000000000e-011 2.435763266567396e-004 1.882983165233536e-004 6.774896698261811e-005 1.701534156512365e-004 
1.820000000000000e-011 2.438505309238193e-004 1.901212642447682e-004 7.407656335326738e-005 1.574550603526747e-004 
1.840000000000000e-011 2.304597976453261e-004 1.769413939412899e-004 8.754251543984953e-005 1.286025124966317e-004 
1.860000000000000e-011 2.043776220721337e-004 1.723959428354569e-004 8.403155133675118e-005 1.152692245521036e-004 
1.880000000000000e-011 1.687767469936067e-004 1.640252341242901e-004 7.918937473211638e-005 1.019553809249217e-004 
1.900000000000000e-011 1.432375269340124e-004 1.492554863098749e-004 6.494528721437916e-005 9.995173491604387e-005 
1.920000000000000e-011 1.288355407104270e-004 1.547722808335023e-004 4.133560784885453e-005 9.451941238759160e-005 
1.940000000000000e-011 1.224337507036877e-004 1.493316787784129e-004 3.542562818537128e-005 9.925685465360709e-005 
1.960000000000000e-011 1.034547407442039e-004 1.405729866766422e-004 3.146204988213145e-005 1.016653546406619e-004 
1.980000000000000e-011 9.301985706672962e-005 1.205403114459990e-004 4.866981442756255e-005 1.075800479992518e-004 
2.000000000000000e-011 9.705201459563416e-005 1.070916013537688e-004 3.685318590368808e-005 1.135651056040791e-004 
2.020000000000000e-011 8.018764774172736e-005 8.912169231181645e-005 3.186217209945011e-005 1.130590499284575e-004 
2.040000000000000e-011 9.874646351862837e-005 7.766697714007888e-005 4.523262018164453e-005 9.179607736388499e-005 
2.060000000000000e-011 1.024179655375157e-004 7.529465148939805e-005 5.711672978048507e-005 8.891842150132631e-005 
