  -1.0371773e-01  -5.7600000e-01
  -1.0175432e-01  -5.8848000e-01
  -9.8662320e-02  -5.7648000e-01
  -9.5970464e-02  -5.6448000e-01
  -9.4622898e-02  -5.5248000e-01
  -9.2573585e-02  -5.4048000e-01
  -8.8390596e-02  -5.2848000e-01
  -8.6280539e-02  -5.1648000e-01
  -8.4712412e-02  -5.0448000e-01
  -8.3104367e-02  -4.9248000e-01
  -7.9485628e-02  -4.8048000e-01
  -7.6452598e-02  -4.6848000e-01
  -7.5685434e-02  -4.5648000e-01
  -7.2806914e-02  -4.4448000e-01
  -6.8345659e-02  -4.3248000e-01
  -6.5966180e-02  -4.2048000e-01
  -6.7332089e-02  -4.0848000e-01
  -6.1643086e-02  -3.9648000e-01
  -6.0871801e-02  -3.8448000e-01
  -5.8559955e-02  -3.7248000e-01
  -5.3403283e-02  -3.6048000e-01
  -5.1452679e-02  -3.4848000e-01
  -4.6666641e-02  -3.3648000e-01
  -4.4562795e-02  -3.2448000e-01
  -4.1652365e-02  -3.1248000e-01
  -3.8657845e-02  -3.0048000e-01
  -3.4960226e-02  -2.8848000e-01
  -3.5477029e-02  -2.7648000e-01
  -3.1060175e-02  -2.6448000e-01
  -2.3686275e-02  -2.5248000e-01
  -2.3305637e-02  -2.4048000e-01
  -1.2524480e-02  -2.2848000e-01
  -8.2925406e-03  -2.1648000e-01
   7.1193716e-04  -2.0448000e-01
  -5.7180237e-06  -1.9248000e-01
   9.7798859e-05  -1.8048000e-01
  -4.1523724e-04  -1.6848000e-01
   2.4573163e-04  -1.5648000e-01
   6.9836119e-05  -1.4448000e-01
   2.0675036e-04  -1.3248000e-01
  -3.9493555e-04  -1.2048000e-01
   2.1180467e-04  -1.0848000e-01
  -2.1387695e-04  -9.6480000e-02
  -3.7556284e-04  -8.4480000e-02
   2.4215049e-04  -7.2480000e-02
  -2.2308161e-04  -6.0480000e-02
   2.4739690e-04  -4.8480000e-02
   5.0781522e-04  -3.6480000e-02
  -4.4457270e-05  -2.4480000e-02
  -1.7673116e-04  -1.2480000e-02
   5.2758260e-05  -4.8000000e-04
  -1.6382995e-04   1.1520000e-02
  -2.6027213e-05   2.3520000e-02
   3.0748869e-04   3.5520000e-02
   1.1405944e-04   4.7520000e-02
  -3.0576075e-04   5.9520000e-02
   7.5679325e-05   7.1520000e-02
   1.9124002e-04   8.3520000e-02
  -2.2106656e-04   9.5520000e-02
   1.4645017e-04   1.0752000e-01
  -3.6595436e-05   1.1952000e-01
   1.7951661e-04   1.3152000e-01
  -9.1212258e-05   1.4352000e-01
   1.2823655e-05   1.5552000e-01
   5.1958684e-04   1.6752000e-01
   3.8790790e-04   1.7952000e-01
   2.8191110e-04   1.9152000e-01
   3.0205716e-04   2.0352000e-01
   9.8253051e-03   2.1552000e-01
   1.1715983e-02   2.2752000e-01
   2.0739196e-02   2.3952000e-01
   2.7069542e-02   2.5152000e-01
   3.0113612e-02   2.6352000e-01
   3.2057770e-02   2.7552000e-01
   3.8875439e-02   2.8752000e-01
   4.1008642e-02   2.9952000e-01
   4.2508557e-02   3.1152000e-01
   4.6516622e-02   3.2352000e-01
   5.0442750e-02   3.3552000e-01
   5.1695697e-02   3.4752000e-01
   5.4987701e-02   3.5952000e-01
   5.4248208e-02   3.7152000e-01
   5.8633331e-02   3.8352000e-01
   6.2619287e-02   3.9552000e-01
   6.3994083e-02   4.0752000e-01
   6.6460646e-02   4.1952000e-01
   6.9757686e-02   4.3152000e-01
   7.1544363e-02   4.4352000e-01
   7.4302778e-02   4.5552000e-01
   7.7086487e-02   4.6752000e-01
   8.0363170e-02   4.7952000e-01
   8.1917360e-02   4.9152000e-01
   8.3643923e-02   5.0352000e-01
   8.8264876e-02   5.1552000e-01
   9.0465433e-02   5.2752000e-01
   9.2155606e-02   5.3952000e-01
   9.3952261e-02   5.5152000e-01
   9.8032163e-02   5.6352000e-01
   1.0076358e-01   5.7552000e-01
   1.0233935e-01   5.8752000e-01
   1.0456656e-01   5.9952000e-01
