-0.00085085   -0.0004
-0.000841951   -0.00039599
-0.000832728   -0.00039198
-0.000823867   -0.00038797
-0.000814633   -0.00038396
-0.000805506   -0.00037995
-0.000796347   -0.00037594
-0.000787237   -0.00037193
-0.00077821   -0.00036792
-0.000768905   -0.00036391
-0.000759572   -0.0003599
-0.000750504   -0.00035589
-0.000741344   -0.00035188
-0.000731957   -0.00034787
-0.000722555   -0.00034386
-0.000713365   -0.00033985
-0.000704171   -0.00033584
-0.00069468   -0.000331829
-0.000685406   -0.000327819
-0.000675861   -0.000323809
-0.000666235   -0.000319799
-0.000656892   -0.000315789
-0.000647293   -0.000311779
-0.000637925   -0.000307769
-0.00062799   -0.000303759
-0.000618506   -0.000299749
-0.000608805   -0.000295739
-0.000598839   -0.000291729
-0.000589168   -0.000287719
-0.000579226   -0.000283709
-0.000569222   -0.000279699
-0.000559402   -0.000275689
-0.000549539   -0.000271679
-0.000539129   -0.000267669
-0.000528917   -0.000263659
-0.000518807   -0.000259649
-0.000508272   -0.000255639
-0.000497581   -0.000251629
-0.000486921   -0.000247619
-0.00047632   -0.000243609
-0.000465826   -0.000239599
-0.000454639   -0.000235589
-0.000443223   -0.000231579
-0.000432291   -0.000227569
-0.00042093   -0.000223559
-0.000409221   -0.000219549
-0.000397198   -0.000215539
-0.000385016   -0.000211529
-0.000372565   -0.000207519
-0.000359824   -0.000203509
-0.00034698   -0.000199498
-0.000333234   -0.000195488
-0.000319034   -0.000191478
-0.000304109   -0.000187468
-0.00028873   -0.000183458
-0.000272354   -0.000179448
-0.000254791   -0.000175438
-0.000237165   -0.000171428
-0.000215274   -0.000167418
-0.000192261   -0.000163408
-0.000163499   -0.000159398
-0.000126465   -0.000155388
-6.60672e-05   -0.000151378
3.65622e-08   -0.000147368
2.6471e-08   -0.000143358
2.19513e-08   -0.000139348
1.92385e-08   -0.000135338
1.73852e-08   -0.000131328
1.60206e-08   -0.000127318
1.49655e-08   -0.000123308
1.41209e-08   -0.000119298
1.34274e-08   -0.000115288
1.28466e-08   -0.000111278
1.23526e-08   -0.000107268
1.19272e-08   -0.000103258
1.15573e-08   -9.92477e-05
1.12328e-08   -9.52377e-05
1.09463e-08   -9.12277e-05
1.0692e-08   -8.72177e-05
1.04652e-08   -8.32076e-05
1.02622e-08   -7.91976e-05
1.008e-08   -7.51876e-05
9.91617e-09   -7.11775e-05
9.7687e-09   -6.71675e-05
9.63587e-09   -6.31575e-05
9.51627e-09   -5.91474e-05
9.40869e-09   -5.51374e-05
9.31213e-09   -5.11274e-05
9.22573e-09   -4.71174e-05
9.14876e-09   -4.31073e-05
9.08058e-09   -3.90973e-05
9.02068e-09   -3.50873e-05
8.9686e-09   -3.10772e-05
8.92397e-09   -2.70672e-05
8.88648e-09   -2.30572e-05
8.85586e-09   -1.90471e-05
8.8319e-09   -1.50371e-05
8.81446e-09   -1.10271e-05
8.80342e-09   -7.01706e-06
8.7987e-09   -3.00703e-06
8.80027e-09   1.003e-06
8.80815e-09   5.01303e-06
8.82238e-09   9.02306e-06
8.84306e-09   1.30331e-05
8.87033e-09   1.70431e-05
8.90436e-09   2.10532e-05
8.94539e-09   2.50632e-05
8.9937e-09   2.90732e-05
9.04964e-09   3.30832e-05
9.11362e-09   3.70933e-05
9.18613e-09   4.11033e-05
9.26773e-09   4.51133e-05
9.35912e-09   4.91234e-05
9.46107e-09   5.31334e-05
9.57452e-09   5.71434e-05
9.70058e-09   6.11535e-05
9.84054e-09   6.51635e-05
9.99596e-09   6.91735e-05
1.01687e-08   7.31835e-05
1.03609e-08   7.71936e-05
1.05754e-08   8.12036e-05
