time,DEVICE VOLTAGE B2|XI2,DEVICE VOLTAGE B2|XI4,DEVICE VOLTAGE B2|XI6,DEVICE VOLTAGE B1|XI10
2.2480000000000001e-10,-1.5382378939849122e-06,3.1914658186373044e-06,-5.9214676167390727e-07,8.5393361227799152e-05
2.2500000000000000e-10,-1.4131159604501052e-06,3.9841817077595223e-06,-2.8787708252452109e-07,8.9891951399468373e-05
2.2520000000000001e-10,-1.2561297568852984e-06,4.2178699182934938e-06,2.6725301277252058e-08,9.4632619641386688e-05
2.2540000000000002e-10,-1.0711750585223340e-06,4.0303235313881394e-06,3.4216194773679829e-07,9.9751118071077750e-05
2.2560000000000000e-10,-8.6296039446740564e-07,3.5594845579681220e-06,6.4880884067112456e-07,1.0541592395434589e-04
2.2580000000000001e-10,-6.3681427348742764e-07,2.9319803364592260e-06,9.3744108410841331e-07,1.1182129247345836e-04
2.2600000000000000e-10,-3.9846849715549555e-07,2.2552509051883216e-06,1.1997382835115833e-06,1.1918475303858909e-04
2.2620000000000000e-10,-1.5383235956035944e-07,1.6131248682386990e-06,1.4287208066973854e-06,1.2774851775966472e-04
2.2640000000000001e-10,9.1227582472846634e-08,1.0644245231759455e-06,1.6190772616875177e-06,1.3778413875536796e-04
2.2660000000000000e-10,3.3108891724604901e-07,6.4401454204589481e-07,1.7673571683000272e-06,1.4959958645179356e-04
2.2680000000000001e-10,5.6054523210766767e-07,3.6563627673765577e-07,1.8720181117978565e-06,1.6354761287228376e-04
2.2700000000000002e-10,7.7494094798915319e-07,2.2587184043050092e-07,1.9333318328966755e-06,1.8003363851683073e-04
2.2720000000000000e-10,9.7026528455607703e-07,2.0863856268545691e-07,1.9531671175373499e-06,1.9952018871657499e-04
2.2740000000000001e-10,1.1432050681391128e-06,2.8970715613080642e-07,1.9346777537480745e-06,2.2252270106231441e-04
2.2759999999999999e-10,1.2911592483741429e-06,4.4085028959539838e-07,1.8819304325716867e-06,2.4958778689551615e-04
2.2780000000000000e-10,1.4122204665669297e-06,6.3334892765012909e-07,1.7995099879287646e-06,2.8123922016973126e-04
2.2800000000000001e-10,1.5051306631315279e-06,8.4070075514183031e-07,1.6921379672616108e-06,3.1786909754007506e-04
2.2820000000000000e-10,1.5692184885173549e-06,1.0404795943860780e-06,1.5643357733794666e-06,3.5954400381821771e-04
2.2840000000000001e-10,1.6043262720262676e-06,1.2153807850384690e-06,1.4201563937638953e-06,4.0569643240323533e-04
2.2860000000000002e-10,1.6107336776502130e-06,1.3535514946151287e-06,1.2630000929481188e-06,4.5469833271855937e-04
2.2880000000000000e-10,1.5890841595077272e-06,1.4483458870647795e-06,1.0955204820164810e-06,5.0339549598307743e-04
2.2900000000000001e-10,1.5403191441509534e-06,1.4976642987711921e-06,9.1961907937539676e-07,5.4683635293289188e-04
2.2919999999999999e-10,1.4656236777178001e-06,1.5030361262933358e-06,7.3651956787716085e-07,5.7859591500868817e-04
2.2940000000000000e-10,1.3663861546459146e-06,1.4685922099584303e-06,5.4690782798872930e-07,5.9206111010179797e-04
2.2960000000000001e-10,1.2441736795000501e-06,1.4000487350866235e-06,3.5112056021168386e-07,5.8255037964082121e-04
2.2980000000000000e-10,1.1007235520268420e-06,1.3037955441211518e-06,1.4936376388777306e-07,5.4932941798577391e-04
2.3000000000000001e-10,9.3795025316953208e-07,1.1861511452068324e-06,-5.8057740172670710e-08,4.9624793704693387e-04
2.3020000000000002e-10,7.5796610232416740e-07,1.0528176676741509e-06,-2.7051751443886291e-07,4.3049620211922760e-04
2.3040000000000000e-10,5.6311243607285835e-07,9.0854367820735209e-07,-4.8686747644288750e-07,3.6026213960011839e-04
2.3060000000000001e-10,3.5599677401188356e-07,7.5698236550621971e-07,-7.0527468013327206e-07,2.9260616237749898e-04
2.3080000000000002e-10,1.3953012802507924e-07,6.0071760192089330e-07,-9.2310694421285662e-07,2.3235328702372063e-04
2.3100000000000000e-10,-8.3042414443555926e-08,4.4142071511621519e-07,-1.1368773528678938e-06,1.8199389721807295e-04
2.3120000000000001e-10,-3.0812522449430019e-07,2.8009600098025902e-07,-1.3422554382107538e-06,1.4216292651952702e-04
2.3140000000000000e-10,-5.3177700817192891e-07,1.1737240959720913e-07,-1.5341501690372430e-06,1.1227692486034003e-04
2.3160000000000001e-10,-7.4974327663669006e-07,-4.6198343571955796e-08,-1.7068664862253515e-06,9.1090666757154720e-05
2.3180000000000002e-10,-9.5752085200582249e-07,-2.0987156010773609e-07,-1.8543329032923568e-06,7.7096332387653664e-05
2.3200000000000000e-10,-1.1504562849405319e-06,-3.7249429990222455e-07,-1.9703926438091417e-06,6.8774624765027760e-05
2.3220000000000001e-10,-1.3238769325885783e-06,-5.3236380019319906e-07,-2.0491451394434878e-06,6.4735661733795238e-05
2.3240000000000002e-10,-1.4732500501004734e-06,-6.8716952398833323e-07,-2.0853189267345745e-06,6.3787216540658035e-05
2.3260000000000000e-10,-1.5943619440811694e-06,-8.3402021083230666e-07,-2.0746517281335276e-06,6.4958406221749459e-05
2.3280000000000001e-10,-1.6835064007342048e-06,-9.6954945568104745e-07,-2.0142495725614502e-06,6.7497274684245707e-05
2.3300000000000002e-10,-1.7376695869893369e-06,-1.0900866936966955e-06,-1.9028949825958557e-06,7.0853664264997860e-05
2.3320000000000003e-10,-1.7546977098127156e-06,-1.1918753995708212e-06,-1.7412751553149664e-06,7.4654360892075901e-05
2.3339999999999999e-10,-1.7334340775996708e-06,-1.2713170931732026e-06,-1.5321050282094007e-06,7.8674962589256065e-05
2.3360000000000000e-10,-1.6738138721368508e-06,-1.3252185268630217e-06,-1.2801270999156108e-06,8.2811479132668494e-05
2.3380000000000001e-10,-1.5769077972104179e-06,-1.3510202179108478e-06,-9.9197939231130873e-07,8.7053776523908768e-05
2.3400000000000002e-10,-1.4449095677448020e-06,-1.3469871314119193e-06,-6.7593412455181176e-07,9.1462328929249086e-05
2.3420000000000003e-10,-1.2810665733528478e-06,-1.3123465100941630e-06,-3.4152134919181794e-07,9.6149200808580814e-05
2.3439999999999999e-10,-1.0895575496944694e-06,-1.2473631467184343e-06,9.3734553736611699e-10,1.0126371847426894e-04
2.3460000000000000e-10,-8.7532525548615396e-07,-1.1533482625310577e-06,3.4085121912236642e-07,1.0698290849781840e-04
2.3480000000000001e-10,-6.4387555394575266e-07,-1.0326040068598094e-06,6.6789942379683546e-07,1.1350648989298233e-04
2.3500000000000002e-10,-4.0105659682334541e-07,-8.8831086353236915e-07,9.7254555907974793e-07,1.2105600437768305e-04
2.3520000000000003e-10,-1.5283280046214861e-07,-7.2436945885264937e-07,1.2464889143836408e-06,1.2987753065668722e-04
2.3539999999999998e-10,9.4932066088304026e-08,-5.4521107201487731e-07,1.4830196920256421e-06,1.4024730729520401e-04
2.3559999999999999e-10,3.3666998843802278e-07,-3.5559238588087132e-07,1.6772546838392657e-06,1.5247940722267435e-04
2.3580000000000000e-10,5.6727196397639944e-07,-1.6038970469195901e-07,1.8262410665647059e-06,1.6693424447588079e-04
2.3600000000000001e-10,7.8221268988592264e-07,3.5593801414050616e-08,1.9289279310361531e-06,1.8402596135240408e-04
2.3620000000000002e-10,9.7763357919516180e-07,2.2779695982422253e-07,1.9860165832645672e-06,2.0422534853083640e-04
2.3640000000000003e-10,1.1503845166491148e-06,4.1203801617518714e-07,1.9997103972929595e-06,2.2805246059769835e-04
2.3659999999999999e-10,1.2980278375017986e-06,5.8461656794210799e-07,1.9733921662966269e-06,2.5604895220531014e-04
2.3680000000000000e-10,1.4188103846259284e-06,7.4237927149048709e-07,1.9112609413439236e-06,2.8871391312138017e-04
2.3700000000000001e-10,1.5116110267383398e-06,8.8275137504908667e-07,1.8179610995555183e-06,3.2637899824615734e-04
2.3720000000000002e-10,1.5758716756192428e-06,1.0037382065519810e-06,1.6982340510589896e-06,3.6899206463833056e-04
2.3740000000000003e-10,1.6115197073843016e-06,1.1039020257456490e-06,1.5566181079065203e-06,4.1578300142433062e-04
2.3759999999999999e-10,1.6188889467934628e-06,1.1823201706485615e-06,1.3972153704877895e-06,4.6482169748323591e-04
2.3780000000000000e-10,1.5986452420445237e-06,1.2385303246387577e-06,1.2235369378304117e-06,5.1257530044900707e-04
2.3800000000000001e-10,1.5517213703165601e-06,1.2724682071249539e-06,1.0384302060239240e-06,5.5373716306081474e-04
2.3820000000000001e-10,1.4792647472098224e-06,1.2844022826813909e-06,8.4408521802782731e-07,5.8174278014359881e-04
2.3840000000000002e-10,1.3826002487983238e-06,1.2748694047845336e-06,6.4211144498248280e-07,5.9026733655221666e-04
2.3859999999999998e-10,1.2632093853416248e-06,1.2446148006756189e-06,4.3367221827731159e-07,5.7540585905301337e-04
2.3879999999999999e-10,1.1227260339469154e-06,1.1945394925849629e-06,2.1966129953732440e-07,5.3746057293204471e-04
2.3900000000000000e-10,9.6294788067974623e-07,1.1256580589070062e-06,9.0466754600890275e-10,4.8115266550202430e-04
2.3920000000000001e-10,7.8586158843880601e-07,1.0390694188747184e-06,-2.2162967714078741e-07,4.1404768575744813e-04
2.3940000000000002e-10,5.9367846659187661e-07,9.3594290398231755e-07,-4.4663053180349719e-07,3.4417812997391227e-04
2.3960000000000003e-10,3.8887610295604478e-07,8.1752110046135417e-07,-6.7226651898621708e-07,2.7812269940982168e-04
2.3979999999999999e-10,1.7424015093332296e-07,6.8513970843911422e-07,-8.9604757624872061e-07,2.2014964352480917e-04
2.4000000000000000e-10,-4.7100556589532361e-08,5.4026297245468853e-07,-1.1147375802641937e-06,1.7228281186295485e-04
2.4020000000000001e-10,-2.7165294864160615e-07,3.8453123631052429e-07,-1.3243243716909283e-06,1.3483948283592412e-04
2.4040000000000002e-10,-4.9555998973985076e-07,2.1981511680085312e-07,-1.5200476931267387e-06,1.0705772573953053e-04
2.4060000000000003e-10,-7.1462866923031708e-07,4.8268991362357579e-08,-1.6964844031471343e-06,8.7617056355197877e-05
2.4079999999999999e-10,-9.2439036541575456e-07,-1.2762472256836660e-07,-1.8476814867527403e-06,7.5000509357530526e-05
2.4099999999999999e-10,-1.1201957509345041e-06,-3.0502937446850962e-07,-1.9673189724451116e-06,6.7717028440976966e-05
2.4120000000000000e-10,-1.2973433237446211e-06,-4.8075416095609846e-07,-2.0488890690064604e-06,6.4423077323096293e-05
2.4140000000000001e-10,-1.4512372575451296e-06,-6.5128687806729270e-07,-2.0858799412629014e-06,6.3979022752274327e-05
2.4160000000000002e-10,-1.5775669183025316e-06,-8.1286296234230252e-07,-2.0719502149064267e-06,6.5465968537149256e-05
2.4179999999999998e-10,-1.6724974684647710e-06,-9.6157091450180707e-07,-2.0010887102659193e-06,6.8179602621791863e-05
2.4199999999999999e-10,-1.7328588359184955e-06,-1.0934903092330299e-06,-1.8677624430945483e-06,7.1611218454330786e-05
2.4220000000000000e-10,-1.7563192535491091e-06,-1.2048547861321913e-06,-1.6670596461358650e-06,7.5422160119716623e-05
2.4240000000000001e-10,-1.7415297649633902e-06,-1.2922291570533975e-06,-1.3948361848883772e-06,7.9415714476980317e-05
2.4260000000000002e-10,-1.6882275963735451e-06,-1.3526874763776065e-06,-1.0478672663146204e-06,8.3509199865623715e-05
2.4280000000000003e-10,-1.5972890208201364e-06,-1.3839779219961621e-06,-6.2400180547270342e-07,8.7708190805429177e-05
2.4299999999999999e-10,-1.4707260534940154e-06,-1.3846607941983587e-06,-1.2231024931570511e-07,9.2084209910323655e-05
2.4320000000000000e-10,-1.3116256604931237e-06,-1.3542078457188920e-06,4.5679992922526134e-07,9.6756705690896459e-05
2.4340000000000001e-10,-1.1240347010304988e-06,-1.2930543138996912e-06,1.1115350476081240e-06,1.0187969531219159e-04
2.4360000000000002e-10,-9.1279808803005730e-07,-1.2025990797077211e-06,1.8387609109027130e-06,1.0763309308587444e-04
2.4380000000000003e-10,-6.8336120541606330e-07,-1.0851528602737794e-06,2.6341671479438065e-06,1.1421847697309719e-04
2.4399999999999998e-10,-4.4155010707376714e-07,-9.4383873695620139e-07,3.4925609084371748e-06,1.2185886053559817e-04
2.4419999999999999e-10,-1.9334421463215625e-07,-7.8245314014672504e-07,4.4082753769762108e-06,1.3080191033076517e-04
2.4440000000000000e-10,5.5343946302195520e-08,-6.0529825715117694e-07,5.3756574044458579e-06,1.4132592894961702e-04
2.4460000000000001e-10,2.9886889730613210e-07,-4.1699844451406992e-07,6.3895866584581359e-06,1.5374773170030411e-04
2.4480000000000002e-10,5.3202170246120044e-07,-2.2231352422964790e-07,7.4459764761211691e-06,1.6843115518265771e-04
2.4500000000000003e-10,7.5016153187925327e-07,-2.5960906803004466e-08,8.5422152939015764e-06,1.8579415241598386e-04
2.4519999999999999e-10,9.4930563262919350e-07,1.6754346069150016e-07,9.6775236501910992e-06,2.0631094818755546e-04
2.4540000000000000e-10,1.1261776139253635e-06,3.5401795131538078e-07,1.0853217782010561e-05,2.3050310730269297e-04
2.4560000000000001e-10,1.2782171207930070e-06,5.2971749083134114e-07,1.2072876562966766e-05,2.5890905409381096e-04
2.4580000000000002e-10,1.4035564667123814e-06,6.9140363256875012e-07,1.3342393449604259e-05,2.9201515486414762e-04
2.4600000000000003e-10,1.5009714580722611e-06,8.3638348777377336e-07,1.4669853169645364e-05,3.3012347899797956e-04
2.4619999999999999e-10,1.5698144273531032e-06,9.6252051000492101e-07,1.6065108491994227e-05,3.7312536451631701e-04
2.4640000000000000e-10,1.6099374675934812e-06,1.0682214502308784e-06,1.7538866931833162e-05,4.2015645709945581e-04
2.4660000000000001e-10,1.6216131920396353e-06,1.1524044523657196e-06,1.9101072944568689e-05,4.6914975410110180e-04
2.4680000000000002e-10,1.6054592533188084e-06,1.2144533451629037e-06,2.0758442876124059e-05,5.1640713146954269e-04
2.4700000000000003e-10,1.5623715788270962e-06,1.2541628756700771e-06,2.2511213982920828e-05,5.5647812362275679e-04
2.4719999999999998e-10,1.4934699989561367e-06,1.2716791283766575e-06,2.4349478610099056e-05,5.8276325472602297e-04
2.4739999999999999e-10,1.4000587581457162e-06,1.2674388790112838e-06,2.6249783206328767e-05,5.8909780632425499e-04
2.4760000000000000e-10,1.2836033082691494e-06,1.2421112760277297e-06,2.8172837487206870e-05,5.7193988204524157e-04
2.4780000000000001e-10,1.1457237374641443e-06,1.1965450574090694e-06,3.0063107788566768e-05,5.3203984383867579e-04
2.4800000000000002e-10,9.8820412317225299e-07,1.1317244218405524e-06,3.1850763019029241e-05,4.7446660620692645e-04
2.4820000000000003e-10,8.1301596325475795e-07,1.0487365377415738e-06,3.3455985621743405e-05,4.0690799757442934e-04
2.4839999999999999e-10,6.2235260167353410e-07,9.4875332230758392e-07,3.4795176781954630e-05,3.3729932668220846e-04
2.4860000000000000e-10,4.1867024769707876e-07,8.3302939850440593e-07,3.5788201624192775e-05,2.7199952282294681e-04
2.4880000000000001e-10,2.0472990171057432e-07,7.0291693650322990e-07,3.6365634267778132e-05,2.1503926379153561e-04
2.4900000000000002e-10,-1.6366561249039796e-08,5.5989640629767566e-07,3.6475011103714660e-05,1.6825053926212524e-04
2.4920000000000003e-10,-2.4115351607934900e-07,4.0562024242783357e-07,3.6085346502970418e-05,1.3182376970725541e-04
2.4939999999999999e-10,-4.6579926183923074e-07,2.4196429871097913e-07,3.5189518078604673e-05,1.0492816524320666e-04
2.4960000000000000e-10,-6.8613078436683700e-07,7.1080066934160900e-08,3.3804486015905510e-05,8.6216290542475972e-05
2.4980000000000001e-10,-8.9769051102958600e-07,-1.0456072222403299e-07,3.1969594716049903e-05,7.4170547711756730e-05
2.5000000000000002e-10,-1.0958275448150845e-06,-2.8213801494827938e-07,2.9743378363018284e-05,6.7313823264634833e-05
2.5020000000000003e-10,-1.2758228326708001e-06,-4.5848024330020621e-07,2.7199356767332628e-05,6.4323339578835443e-05
2.5039999999999998e-10,-1.4330443459290845e-06,-6.3009277271947036e-07,2.4421289948524478e-05,6.4082316075083249e-05
2.5059999999999999e-10,-1.5631249749187608e-06,-7.9322207739120769e-07,2.1498293626354852e-05,6.5694099078073746e-05
2.5080000000000000e-10,-1.6621528438701096e-06,-9.4395628868474178e-07,1.8520133679950145e-05,6.8474554132082568e-05
2.5100000000000001e-10,-1.7268614995789781e-06,-1.0783588916152212e-06,1.5572936597669497e-05,7.1932387597468459e-05
2.5120000000000002e-10,-1.7548062208780846e-06,-1.1926284923095230e-06,1.2735485161259628e-05,7.5743353623486840e-05
2.5140000000000003e-10,-1.7445127373923930e-06,-1.2832742156207507e-06,1.0076215661617829e-05,7.9722198905249916e-05
2.5159999999999999e-10,-1.6955860055898495e-06,-1.3472938493346166e-06,7.6509911993598044e-06,8.3794989845793890e-05
2.5180000000000000e-10,-1.6087692915154950e-06,-1.3823406660252219e-06,5.5016896162014107e-06,8.7973689537589983e-05
2.5200000000000001e-10,-1.4859474324292180e-06,-1.3868651154564394e-06,3.6556096218834438e-06,9.2334261053832279e-05
2.5220000000000002e-10,-1.3300924496081832e-06,-1.3602193016864265e-06,2.1256622706652173e-06,9.6999072635115395e-05
2.5240000000000003e-10,-1.1451542306675745e-06,-1.3027151668535680e-06,9.1127733101610474e-07,1.0212395117016209e-04
2.5259999999999999e-10,-9.3590332436125362e-07,-1.2156312600203476e-06,-8.2228474768551519e-11,1.0788988227232095e-04
2.5280000000000000e-10,-7.0773654805198827e-07,-1.1011674168536651e-06,-6.3093565020361339e-07,1.1449909607229804e-04
2.5300000000000001e-10,-4.6645873020966544e-07,-9.6235110144558683e-07,-1.0114898974282790e-06,1.2217510035371544e-04
2.5320000000000001e-10,-2.1805525351871365e-07,-8.0290306905033026e-07,-1.1772054946868149e-06,1.3116609954159987e-04
2.5340000000000002e-10,3.1529964077830344e-08,-6.2707298611909860e-07,-1.1663892530282319e-06,1.4175111863068808e-04
2.5359999999999998e-10,2.7659774735538825e-07,-4.3945741709684820e-07,-1.0179633714333645e-06,1.5424795426970122e-04
2.5379999999999999e-10,5.1186732877557829e-07,-2.4481304858825673e-07,-7.6953206440369660e-07,1.6902167402945917e-04
2.5400000000000000e-10,7.3261273559070703e-07,-4.7877233752352158e-08,-4.5583072673363717e-07,1.8649158032913655e-04
2.5420000000000001e-10,9.3475783213560273e-07,1.4679388618170516e-07,-1.0760294883810679e-07,2.0713304000701067e-04
2.5440000000000002e-10,1.1149295412669888e-06,3.3496197532098710e-07,2.4908824239853805e-07,2.3146790749639580e-04
2.5460000000000003e-10,1.2704719930777812e-06,5.1281300952271383e-07,5.9314293259259322e-07,2.6003288654600593e-04
2.5479999999999999e-10,1.3994269255234402e-06,6.7703179553002956e-07,9.0835569908525649e-07,2.9330868345911991e-04
2.5500000000000000e-10,1.5004874156905778e-06,8.2484519021643995e-07,1.1830689095071501e-06,3.3158481934449080e-04
2.5520000000000001e-10,1.5729328957416013e-06,9.5403675801775469e-07,1.4096297239701466e-06,3.7472924838327637e-04
2.5540000000000002e-10,1.6165534630269782e-06,1.0629370005363590e-06,1.5837326413150695e-06,4.2183934799933353e-04
2.5560000000000003e-10,1.6315708855046321e-06,1.1503940237363271e-06,1.7037223897304618e-06,4.7079358164246569e-04
2.5579999999999999e-10,1.6185626509267757e-06,1.2157296626079398e-06,1.7699198674891994e-06,5.1782967622121415e-04
2.5599999999999999e-10,1.5783941457182808e-06,1.2586858227696596e-06,1.7840188837507357e-06,5.5744425021983610e-04
2.5620000000000000e-10,1.5121627699905850e-06,1.2793653261319245e-06,1.7485856565984465e-06,5.8303090553732970e-04
2.5640000000000001e-10,1.4211566046543388e-06,1.2781710618108636e-06,1.6666780100637946e-06,5.8849595977237732e-04
2.5660000000000002e-10,1.3068291558475407e-06,1.2557468854370072e-06,1.5415880694853408e-06,5.7044535709592807e-04
2.5680000000000003e-10,1.1707906614447812e-06,1.2129235225491415e-06,1.3767015954506144e-06,5.2980410736815791e-04
2.5699999999999999e-10,1.0148153909708528e-06,1.1506726511115384e-06,1.1754591504335712e-06,4.7177015962340113e-04
2.5720000000000000e-10,8.4086324910907577e-07,1.0700722255674327e-06,9.4139898561624826e-07,4.0406994547348868e-04
2.5740000000000001e-10,6.5111276835566082e-07,9.7228579191800733e-07,6.7825853153654164e-07,3.3459366756556283e-04
2.5760000000000002e-10,4.4800126239025991e-07,8.5855786966909640e-07,3.9011016461771667e-07,2.6961110516177908e-04
2.5780000000000003e-10,2.3426661001606430e-07,7.3022632911415507e-07,8.1506997535942739e-08,2.1306002625236210e-04
2.5799999999999999e-10,1.2984036022030815e-08,5.8875105618408312e-07,-2.4238452230999592e-07,1.6669903833907402e-04
2.5820000000000000e-10,-2.1240942847470741e-07,4.3575618902822523e-07,-5.7568653078057347e-07,1.3067100864060514e-04
2.5840000000000001e-10,-4.3811018579662833e-07,2.7308106869524074e-07,-9.1176472063402251e-07,1.0412004155622680e-04
2.5860000000000002e-10,-6.5996968575215083e-07,1.0283308301983119e-07,-1.2432511426965529e-06,8.5689548305821549e-05
2.5880000000000003e-10,-8.7354755009144249e-07,-7.2565870323785684e-08,-1.5621447828938110e-06,7.3862645668704041e-05
2.5899999999999998e-10,-1.0741990105443479e-06,-2.5034821990193605e-07,-1.8599939768222167e-06,6.7168291866951931e-05
2.5919999999999999e-10,-1.2571964885330939e-06,-4.2739339426970418e-07,-2.1281579044213785e-06,6.4292188037608163e-05
2.5940000000000000e-10,-1.4178817880511288e-06,-6.0025138047908556e-07,-2.3581369878427020e-06,6.4126661588392118e-05
2.5960000000000001e-10,-1.5518419752498322e-06,-7.6520167662537389e-07,-2.5419545496300313e-06,6.5783791424667396e-05
2.5980000000000002e-10,-1.6550989568734488e-06,-9.1834878242375363e-07,-2.6725653135955191e-06,6.8587272840626000e-05
2.6000000000000003e-10,-1.7243004134257032e-06,-1.0557515284983515e-06,-2.7442610803921496e-06,7.2052499085246120e-05
2.6019999999999999e-10,-1.7568984046587750e-06,-1.1735796616056909e-06,-2.7530409871301638e-06,7.5860702562743505e-05
2.6040000000000000e-10,-1.7513018601049246e-06,-1.2682876500637444e-06,-2.6969137980367517e-06,7.9830941508713684e-05
2.6060000000000001e-10,-1.7069903822596768e-06,-1.3367930924235383e-06,-2.5761030037223486e-06,8.3892535467469412e-05
2.6080000000000002e-10,-1.6245792647733354e-06,-1.3766457538585976e-06,-2.3931320721329963e-06,8.8059788696079547e-05
2.6100000000000003e-10,-1.5058291567804379e-06,-1.3861733283076839e-06,-2.1527765116048344e-06,9.2410256870898458e-05
2.6119999999999999e-10,-1.3535980538999516e-06,-1.3645915641068104e-06,-1.8618805973066187e-06,9.7067316561096547e-05
2.6140000000000000e-10,-1.1717378410211903e-06,-1.3120692450050738e-06,-1.5290484995854028e-06,1.0218737213646752e-04
2.6160000000000001e-10,-9.6494198398304251e-07,-1.2297423666617386e-06,-1.1642308136380948e-06,1.0795169080723308e-04
2.6180000000000002e-10,-7.3855471463776791e-07,-1.1196762450314539e-06,-7.7823684228502663e-07,1.1456260095949374e-04
2.6200000000000003e-10,-4.9835479783046763e-07,-9.8477872876576035e-07,-3.8220936751719881e-07,1.2224361427640171e-04
2.6219999999999998e-10,-2.5032845129030862e-07,-8.2867166315995785e-07,1.2898632981228831e-08,1.3124291073642088e-04
2.6239999999999999e-10,-4.4610217140892463e-10,-6.5553084600645767e-07,3.9680705736936252e-07,1.4183950659594910e-04
2.6260000000000000e-10,2.4554354238752181e-07,-4.6990663577762566e-07,7.6031814884010297e-07,1.5435122760268033e-04
2.6280000000000001e-10,4.8229096174437346e-07,-2.7653799420342480e-07,1.0956268853614967e-06,1.6914320583746851e-04
2.6300000000000002e-10,7.0498681459886357e-07,-8.0172113291358129e-08,1.3965167819780210e-06,1.8663480926705046e-04
2.6320000000000003e-10,9.0946201391364011e-07,1.1459991408799150e-07,1.6584364538712374e-06,2.0730139012482731e-04
2.6339999999999999e-10,1.0922460355635765e-06,3.0348336729027089e-07,1.8784628371220054e-06,2.3166455456374749e-04
2.6360000000000000e-10,1.2505858733265082e-06,4.8259094448839392e-07,2.0551661364319188e-06,2.6026026011484362e-04
2.6380000000000001e-10,1.3824306902549055e-06,6.4852229124968275e-07,2.1883985398089575e-06,2.9356754595970291e-04
2.6400000000000002e-10,1.4863890463390943e-06,7.9841232141276155e-07,2.2790330034754562e-06,3.3187272658534141e-04
2.6420000000000003e-10,1.5616665386964476e-06,9.2995073556312773e-07,2.3286798104899193e-06,3.7503823096141927e-04
2.6439999999999999e-10,1.6079918234002226e-06,1.0413766034917647e-06,2.3394073276349482e-06,4.2215289193821341e-04
2.6460000000000000e-10,1.6255384464331708e-06,1.1314526843908574e-06,2.3134898996280354e-06,4.7108362560542469e-04
2.6480000000000001e-10,1.6148489100672423e-06,1.1994243900317943e-06,2.2532008015500218e-06,5.1805547491940265e-04
2.6500000000000002e-10,1.5767661732728963e-06,1.2449681057864324e-06,2.1606623749569757e-06,5.5755608181619885e-04
2.6520000000000003e-10,1.5123765251190479e-06,1.2681331694466633e-06,2.0377596001700022e-06,5.8298111018513054e-04
2.6539999999999998e-10,1.4229665881873655e-06,1.2692813644440835e-06,1.8861179327105392e-06,5.8825579857630891e-04
2.6559999999999999e-10,1.3099961193965571e-06,1.2490274548594315e-06,1.7071415602457843e-06,5.7001989724892626e-04
2.6580000000000000e-10,1.1750872314899380e-06,1.2081841207510880e-06,1.5021044432714553e-06,5.2923509385677866e-04
2.6600000000000001e-10,1.0200295980275819e-06,1.1477145840794129e-06,1.2722836126886305e-06,4.7112361475390110e-04
2.6620000000000002e-10,8.4680007457956603e-07,1.0686961121680834e-06,1.0191221625924617e-06,4.0341579373677933e-04
2.6640000000000003e-10,6.5759393364323478e-07,9.7229728078284699e-07,7.4440805394794042e-07,3.3398853749182797e-04
2.6659999999999999e-10,4.5486358356776445e-07,8.5977121281791776e-07,4.5045401815404769e-07,2.6909046529934299e-04
2.6680000000000000e-10,2.4135932171864283e-07,7.3246586714929425e-07,1.4026334841150394e-07,2.1263885278275630e-04
2.6700000000000001e-10,2.0165543648361118e-08,5.9185081706982865e-07,-1.8233380552534305e-07,1.6637694642476010e-04
2.6720000000000002e-10,-2.0527488505009101e-07,4.3955794190454219e-07,-5.1258867494621137e-07,1.3043821849763543e-04
2.6740000000000003e-10,-4.3115548557550032e-07,2.7743129413113303e-07,-8.4480052175181853e-07,1.0396228210986604e-04
2.6759999999999999e-10,-6.5332697533425940e-07,1.0757940894793809e-07,-1.1723533425961856e-06,8.5591398281183832e-05
2.6780000000000000e-10,-8.6734925257133196e-07,-6.7578173627791906e-08,-1.4878307557905962e-06,7.3809504350995616e-05
2.6800000000000001e-10,-1.0685774776300893e-06,-2.4527910067542799e-07,-1.7832123350180872e-06,6.7147368118467349e-05
2.6820000000000001e-10,-1.2522822199281529e-06,-4.2240971530423762e-07,-2.0501485510494203e-06,6.4292864164909418e-05
2.6840000000000002e-10,-1.4138002935942622e-06,-5.9552704809744746e-07,-2.2803044876852643e-06,6.4140492537165017e-05
2.6859999999999998e-10,-1.5487095029098458e-06,-7.6091596381547650e-07,-2.4657552029044746e-06,6.5804309570265739e-05
2.6879999999999999e-10,-1.6530174387144823e-06,-9.1468280104120432e-07,-2.5994088006232208e-06,6.8609703127568383e-05
2.6900000000000000e-10,-1.7233520786083989e-06,-1.0528830100233265e-06,-2.6754278543466112e-06,7.2073446809585071e-05
2.6920000000000001e-10,-1.7571405627799497e-06,-1.1716763997446360e-06,-2.6896166439440377e-06,7.5877849863803184e-05
2.6940000000000002e-10,-1.7527623632322858e-06,-1.2675001201228655e-06,-2.6397414187612018e-06,7.9842772425644997e-05
2.6960000000000003e-10,-1.7096642285227527e-06,-1.3372468733964984e-06,-2.5257539650346320e-06,8.3898099029624035e-05
2.6979999999999999e-10,-1.6284267144118074e-06,-1.3784344264806753e-06,-2.3498951135111019e-06,8.8058502569909425e-05
2.7000000000000000e-10,-1.5107756023663625e-06,-1.3893525000688763e-06,-2.1166640180535957e-06,9.2401749382432639e-05
