time,DEVICE VOLTAGE B2|XI2,DEVICE VOLTAGE B2|XI4,DEVICE VOLTAGE B2|XI6,DEVICE VOLTAGE B1|XI10
4.5360000000000002e-10,1.4738228823167303e-04,-2.2996955010300296e-07,-6.9856738730832437e-07,4.1385612164673656e-04
4.5380000000000003e-10,1.6064097422393715e-04,-4.1297724105135178e-07,-1.0008664456965655e-06,3.4218478100600178e-04
4.5400000000000003e-10,1.7551854253704166e-04,-5.9734745201674220e-07,-1.2975044884941468e-06,2.7508538988416976e-04
4.5419999999999999e-10,1.9207117616228513e-04,-7.7869303660992841e-07,-1.5808620470083372e-06,2.1671105270581960e-04
4.5440000000000000e-10,2.1028151353954370e-04,-9.5232201351259172e-07,-1.8427785657981992e-06,1.6890906219072443e-04
4.5460000000000001e-10,2.3001226572973949e-04,-1.1133954667260426e-06,-2.0748911612881189e-06,1.3182409347363097e-04
4.5480000000000002e-10,2.5094564835072085e-04,-1.2571090920977408e-06,-2.2690305997938752e-06,1.0455525302090015e-04
4.5500000000000003e-10,2.7251200709166936e-04,-1.3788906086529416e-06,-2.4176522976262765e-06,8.5683109128806360e-05
4.5519999999999999e-10,2.9381890542403793e-04,-1.4746027801046674e-06,-2.5142744293512439e-06,7.3627496522140831e-05
4.5540000000000000e-10,3.1360381312915187e-04,-1.5407400051345807e-06,-2.5538913996752141e-06,6.6862620751744154e-05
4.5560000000000001e-10,3.3024666099309963e-04,-1.5746056220918512e-06,-2.5333297307924735e-06,6.4031610469386058e-05
4.5580000000000002e-10,3.4188492732369568e-04,-1.5744574150538795e-06,-2.4515153271708766e-06,6.3996933095588333e-05
4.5600000000000003e-10,3.4666073815347491e-04,-1.5396103513759704e-06,-2.3096262351462092e-06,6.5852322198044834e-05
4.5620000000000004e-10,3.4308647369088913e-04,-1.4704882322046709e-06,-2.1111131374234234e-06,6.8912589850544947e-05
4.5640000000000000e-10,3.3044976685551292e-04,-1.3686194717673897e-06,-1.8615802329250199e-06,7.2691381873152077e-05
4.5660000000000001e-10,3.0912469606344937e-04,-1.2365763087236016e-06,-1.5685308391091405e-06,7.6873119414725647e-05
4.5680000000000001e-10,2.8065875975002421e-04,-1.0778609981587514e-06,-1.2409937954414256e-06,8.1283181665296888e-05
4.5700000000000002e-10,2.4758107443491361e-04,-8.9674652114155118e-07,-8.8905726622892990e-07,8.5859091376486814e-05
4.5720000000000003e-10,2.1298741050951596e-04,-6.9808269281010108e-07,-5.2334467335032191e-07,9.0624605472194210e-05
4.5739999999999999e-10,1.8003478671868995e-04,-4.8708093243001834e-07,-1.5447233717840350e-07,9.5667952651956985e-05
4.5760000000000000e-10,1.5148304611151589e-04,-2.6909216628249444e-07,2.0747054266642953e-07,1.0112490944344337e-04
4.5780000000000001e-10,1.2936832910254829e-04,-4.9392278083140406e-08,5.5338173680673154e-07,1.0716694917092867e-04
4.5800000000000002e-10,1.1482869440513456e-04,1.6701175522452884e-07,8.7551411060350988e-07,1.1399434049644095e-04
4.5820000000000003e-10,1.0806063355003796e-04,3.7554423657665728e-07,1.1677294597518568e-06,1.2183381271902658e-04
4.5839999999999999e-10,1.0837524635675628e-04,5.7218394661631165e-07,1.4256261821839151e-06,1.3094022269959750e-04
4.5860000000000000e-10,1.1433262568558410e-04,7.5354405921853081e-07,1.6465401505645582e-06,1.4160150476445602e-04
4.5880000000000001e-10,1.2394462052856440e-04,9.1690833741468819e-07,1.8294287997736568e-06,1.5414597731045832e-04
4.5900000000000002e-10,1.3493633443516486e-04,1.0602265829909833e-06,1.9746575015793530e-06,1.6895068617538129e-04
4.5920000000000003e-10,1.4504294415952206e-04,1.1820751617462380e-06,2.0837139976239015e-06,1.8644867807857837e-04
4.5940000000000004e-10,1.5229953120306913e-04,1.2815904898929922e-06,2.1588805366699475e-06,2.0713159714240629e-04
4.5959999999999999e-10,1.5527182923582544e-04,1.3583845214148677e-06,2.2028942736370920e-06,2.3154131351089499e-04
4.5980000000000000e-10,1.5318491054974211e-04,1.4124515051414138e-06,2.2186246114639922e-06,2.6023982681990752e-04
4.6000000000000001e-10,1.4593331332381351e-04,1.4440746720604903e-06,2.2087919507969900e-06,2.9373995323198727e-04
4.6020000000000002e-10,1.3398805269220892e-04,1.4537402460505550e-06,2.1757464150970375e-06,3.3237077873077948e-04
4.6040000000000003e-10,1.1823909464639965e-04,1.4420644870351931e-06,2.1213183240562331e-06,3.7604515091811393e-04
4.6059999999999999e-10,9.9818224653867407e-05,1.4097376430586305e-06,2.0467453021549829e-06,4.2390252834649230e-04
4.6080000000000000e-10,7.9938352775009514e-05,1.3574869524954768e-06,1.9526746388969245e-06,4.7384240420533287e-04
4.6100000000000001e-10,5.9768985800828759e-05,1.2860593699570934e-06,1.8392343564043318e-06,5.2207247879293276e-04
4.6120000000000002e-10,4.0352133613196512e-05,1.1962235499164294e-06,1.7061626080963961e-06,5.6297465900396082e-04
4.6140000000000003e-10,2.2553035714750729e-05,1.0887897645533488e-06,1.5529825091329206e-06,5.8973097475481507e-04
4.6160000000000004e-10,7.0364295985719294e-06,9.6464574339695062e-07,1.3792081305925742e-06,5.9598179988652191e-04
4.6180000000000000e-10,-5.7402021884478030e-06,8.2480576823670408e-07,1.1845669652748486e-06,5.7811490172152700e-04
4.6200000000000001e-10,-1.5522280709481652e-05,6.7046962007519757e-07,9.6922442863104787e-07,5.3699169749239241e-04
4.6220000000000002e-10,-2.2245736876062387e-05,5.0308709162148805e-07,7.3399656718097454e-07,4.7793232270625628e-04
4.6240000000000003e-10,-2.6017699902971353e-05,3.2442277874114928e-07,4.8053780913975719e-07,4.0890411896068963e-04
4.6260000000000004e-10,-2.7090627275007622e-05,1.3661488580423983e-07,2.1149118153266582e-07,3.3804923344279698e-04
4.6279999999999999e-10,-2.5830484998343419e-05,-5.7778960561810912e-08,-6.9410952129657487e-08,2.7182337807662028e-04
4.6300000000000000e-10,-2.2680450127111481e-05,-2.5575615943323750e-07,-3.5730662659764554e-07,2.1426242187461787e-04
4.6320000000000001e-10,-1.8122601303362689e-05,-4.5387069864831935e-07,-6.4623386822083048e-07,1.6715112466964512e-04
4.6340000000000002e-10,-1.2640756555692461e-05,-6.4826745718601416e-07,-9.2923697978560509e-07,1.3061401761538797e-04
4.6360000000000003e-10,-6.6877361817292168e-06,-8.3475280612983728e-07,-1.1985526469207278e-06,1.0375593904901800e-04
4.6379999999999999e-10,-6.5980527215269027e-07,-1.0089022705077378e-06,-1.4458740882374373e-06,8.5175508708259460e-05
4.6400000000000000e-10,5.1199860083182330e-06,-1.1662027140654689e-06,-1.6626855185868614e-06,7.3314015580130227e-05
4.6420000000000001e-10,1.0409137190557937e-05,-1.3022230339087781e-06,-1.8406526139978196e-06,6.6665542584420874e-05
4.6440000000000002e-10,1.5044529030813286e-05,-1.4128040873392555e-06,-1.9720481145959827e-06,6.3889250164969182e-05
4.6460000000000003e-10,1.8934533866167493e-05,-1.4942559107203251e-06,-2.0501859984488463e-06,6.3859186651643102e-05
4.6480000000000004e-10,2.2046719115059203e-05,-1.5435485765578446e-06,-2.0698336712989852e-06,6.5676533049144862e-05
4.6500000000000000e-10,2.4393542774181271e-05,-1.5584825263158413e-06,-2.0275701180930759e-06,6.8660166751279963e-05
4.6520000000000001e-10,2.6018152077551389e-05,-1.5378250426892109e-06,-1.9220594938732699e-06,7.2325287762542320e-05
4.6540000000000002e-10,2.6981865202742185e-05,-1.4814016683712717e-06,-1.7542143894079968e-06,7.6356154302091489e-05
4.6560000000000003e-10,2.7354282985116527e-05,-1.3901346694525857e-06,-1.5272307705458054e-06,8.0576868443662410e-05
4.6579999999999998e-10,2.7206368852498024e-05,-1.2660247738072745e-06,-1.2464867133532109e-06,8.4922919405276112e-05
4.6600000000000005e-10,2.6606341378332045e-05,-1.1120769754376396e-06,-9.1930852538366107e-07,8.9415376348168853e-05
4.6620000000000000e-10,2.5617891968453050e-05,-9.3217571191065934e-07,-5.5461940199186046e-07,9.4138991970559390e-05
4.6640000000000006e-10,2.4300075447508773e-05,-7.3091871751881159e-07,-1.6249610002890309e-07,9.9224945511437371e-05
4.6660000000000002e-10,2.2708197993584117e-05,-5.1342191059456164e-07,2.4633296137635638e-07,1.0483850478075901e-04
4.6679999999999998e-10,2.0895103430145632e-05,-2.8510948218296713e-07,6.6101012380141078e-07,1.1117153043593622e-04
4.6700000000000004e-10,1.8912391724793619e-05,-5.1503758501661124e-08,1.0710525119114314e-06,1.1843948568441983e-04
4.6720000000000000e-10,1.6811256149266476e-05,1.8197157655126877e-07,1.4668016428885347e-06,1.2688243640181107e-04
4.6740000000000006e-10,1.4642772284093312e-05,4.1016351450543949e-07,1.8397888846445405e-06,1.3676939202152377e-04
4.6760000000000002e-10,1.2457597876701072e-05,6.2832873289113025e-07,2.1829958497269675e-06,1.4840517931718423e-04
4.6779999999999998e-10,1.0305140681348741e-05,8.3223491489841234e-07,2.4909991133942341e-06,1.6213875273525158e-04
4.6800000000000004e-10,8.2323203646103708e-06,1.0182233914411238e-06,2.7599992450854664e-06,1.7837125935796442e-04
4.6820000000000000e-10,6.2820918343611471e-06,1.1832354692004179e-06,2.9877439251371742e-06,1.9756103375040074e-04
4.6840000000000006e-10,4.4919137990882370e-06,1.3248075028435253e-06,3.1733629583463332e-06,2.2022060578962921e-04
4.6860000000000002e-10,2.8923414298121717e-06,1.4410415997033159e-06,3.3171386507552986e-06,2.4689722774023817e-04
4.6879999999999997e-10,1.5058994605795048e-06,1.5305597352567526e-06,3.4202379722667840e-06,2.7812280750124524e-04
4.6900000000000003e-10,3.4635605903570237e-07,1.5924490644169211e-06,3.4844332020778381e-06,3.1431141355748362e-04
4.6919999999999999e-10,-5.8152714863905404e-07,1.6262055051770597e-06,3.5118356515871385e-06,3.5557460669484892e-04
4.6940000000000005e-10,-1.2817425642956905e-06,1.6316814880787304e-06,3.5046630930473461e-06,4.0142384290575738e-04
4.6960000000000001e-10,-1.7663035251834355e-06,1.6090423656546591e-06,3.4650563055649886e-06,4.5035217325231023e-04
4.6979999999999997e-10,-2.0540953837517983e-06,1.5587345766024234e-06,3.3949542938606035e-06,4.9936300213333144e-04
4.7000000000000003e-10,-2.1694091204472668e-06,1.4814673879877155e-06,3.2960317815265274e-06,5.4366299832753944e-04
4.7019999999999999e-10,-2.1402775636648231e-06,1.3782089227790223e-06,3.1696969897794167e-06,5.7691005827530725e-04
4.7040000000000005e-10,-1.9967428921179511e-06,1.2501961696525032e-06,3.0171428684578903e-06,5.9240520807163138e-04
4.7060000000000001e-10,-1.7691798850822807e-06,1.0989576789151426e-06,2.8394411274032475e-06,5.8516960405488377e-04
4.7079999999999997e-10,-1.4867840411322050e-06,9.2634658357021255e-07,2.6376657544502686e-06,5.5403618832874306e-04
4.7100000000000003e-10,-1.1763099269505337e-06,7.3458039780669455e-07,2.4130311978971184e-06,5.0246078806387223e-04
4.7119999999999999e-10,-8.6111626507315858e-07,5.2628276546466025e-07,2.1670299825157794e-06,4.3743450099704333e-04
4.7140000000000005e-10,-5.6054376449268943e-07,3.0452108560572374e-07,1.9015551816515175e-06,3.6717728302333448e-04
4.7160000000000001e-10,-2.8962267220546089e-07,7.2832937789179470e-08,1.6189948523218092e-06,2.9893735745528856e-04
4.7179999999999996e-10,-5.9081981934837160e-08,-1.6476629402496721e-07,1.3222881755555554e-06,2.3777501360612333e-04
4.7200000000000002e-10,1.2438710989357509e-07,-4.0380201940389408e-07,1.0149364675132154e-06,1.8638591357607597e-04
4.7219999999999998e-10,2.5767366938905470e-07,-6.3939163361155440e-07,7.0096619766402812e-07,1.4554907143932190e-04
4.7240000000000004e-10,3.4066160769516999e-07,-8.6633269600875439e-07,3.8484538412646371e-07,1.1476478503167016e-04
4.7260000000000000e-10,3.7558235176569913e-07,-1.0792296354338943e-06,7.1358939184038238e-08,9.2825626927954557e-05
4.7280000000000006e-10,3.6636603264956159e-07,-1.2726569996580172e-06,-2.3454759719292058e-07,7.8231652529098860e-05
4.7300000000000002e-10,3.1804196845703563e-07,-1.4413533918376204e-06,-5.2794333012700805e-07,6.9454300962126629e-05
4.7319999999999998e-10,2.3622676483866517e-07,-1.5804364231309793e-06,-8.0409162088058979e-07,6.5085990243691005e-05
4.7340000000000004e-10,1.2672440048540328e-07,-1.6856257093197325e-06,-1.0586187712769960e-06,6.3913731560693123e-05
4.7360000000000000e-10,-4.7515504616652401e-09,-1.7534585884618055e-06,-1.2876575673100872e-06,6.4945905216002520e-05
4.7380000000000006e-10,-1.5273674644775504e-07,-1.7814822023069948e-06,-1.4879541181976458e-06,6.7411498427770366e-05
4.7400000000000002e-10,-3.1207062811938703e-07,-1.7684061053763383e-06,-1.6569304325554645e-06,7.0743774894996324e-05
4.7419999999999998e-10,-4.7787021624011983e-07,-1.7142017115416712e-06,-1.7927001354206920e-06,7.4555713780240419e-05
4.7440000000000004e-10,-6.4545237673020915e-07,-1.6201385363081933e-06,-1.8940401143098288e-06,7.8611874860943641e-05
4.7459999999999999e-10,-8.1023602240793922e-07,-1.4887520325447357e-06,-1.9603260443813699e-06,8.2799821227173996e-05
4.7480000000000006e-10,-9.6765452732051851e-07,-1.3237433760405622e-06,-1.9914439955533583e-06,8.7103292282037165e-05
4.7500000000000001e-10,-1.1131042728184105e-06,-1.1298172537915487e-06,-1.9876930492181611e-06,9.1578644857345077e-05
4.7519999999999997e-10,-1.2419482808536359e-06,-9.1246892268455104e-07,-1.9496946141576166e-06,9.6335525488658167e-05
4.7540000000000003e-10,-1.3495851125591103e-06,-6.7773596197177336e-07,-1.8783227677754065e-06,1.0152226194469195e-04
4.7559999999999999e-10,-1.4315835825598775e-06,-4.3193278302156002e-07,-1.7746666046464116e-06,1.0731607018974753e-04
4.7580000000000005e-10,-1.4838744042195533e-06,-1.8138681054122947e-07,-1.6400306771861128e-06,1.1391787356878658e-04
4.7600000000000001e-10,-1.5029816529143314e-06,6.7805744740832370e-08,-1.4759738034613347e-06,1.2155132093881105e-04
4.7619999999999997e-10,-1.4862707916618630e-06,3.0998927438912783e-07,-1.2843805584871004e-06,1.3046544597243267e-04
4.7640000000000003e-10,-1.4321865904723696e-06,5.4011206295956609e-07,-1.0675544492406711e-06,1.4094028258220329e-04
4.7659999999999999e-10,-1.3404539244354686e-06,7.5383702518762821e-07,-8.2831781801059111e-07,1.5329456187108625e-04
4.7680000000000005e-10,-1.2122171443912794e-06,9.4759847923731569e-07,-5.7010146550959945e-07,1.6789423937065018e-04
4.7700000000000001e-10,-1.0500991196721619e-06,1.1186082732533914e-06,-2.9700711727640692e-07,1.8515984181487953e-04
4.7719999999999997e-10,-8.5816849602522831e-07,1.2648185142270448e-06,-1.3828157252408933e-08,2.0556917686574439e-04
4.7740000000000003e-10,-6.4181232099964631e-07,1.3848509433941832e-06,2.7398178687222735e-07,2.2964937141085729e-04
4.7759999999999998e-10,-4.0751999176452808e-07,1.4779044902292353e-06,5.6039734879269925e-07,2.5794792666244628e-04
4.7780000000000005e-10,-1.6259252850089514e-07,1.5436527245042884e-06,8.3896588376876832e-07,2.9096603851108118e-04
4.7800000000000000e-10,8.5202339031805898e-08,1.5821419815436833e-06,1.1030008362585459e-06,3.2902926537231152e-04
4.7820000000000007e-10,3.2800444458927076e-07,1.5936991523760930e-06,1.3458119463280341e-06,3.7206409603770244e-04
4.7840000000000002e-10,5.5823809788337789e-07,1.5788558679121655e-06,1.5609566714895912e-06,4.1925430325884206e-04
4.7859999999999998e-10,7.6896548264617296e-07,1.5382934219021116e-06,1.7424954484813399e-06,4.6858985188107989e-04
4.7880000000000004e-10,9.5419316922346127e-07,1.4728105562120831e-06,1.8852335207935377e-06,5.1642335422750043e-04
4.7900000000000000e-10,1.1091129284373595e-06,1.3833143388476656e-06,1.9849338031463514e-06,5.5731941144351589e-04
4.7920000000000006e-10,1.2302638030812520e-06,1.2708328382437724e-06,2.0384882645993777e-06,5.8462160598516798e-04
4.7940000000000002e-10,1.3156087669259724e-06,1.1365470778450427e-06,2.0440391360898307e-06,5.9201839079350155e-04
4.7959999999999998e-10,1.3645257000756014e-06,9.8183873054691304e-07,2.0010454093745311e-06,5.7576213490589598e-04
4.7980000000000004e-10,1.3777183453936165e-06,8.0834906022914119e-07,1.9102941145637870e-06,5.3641779439866282e-04
4.8000000000000000e-10,1.3570580207936251e-06,6.1804365177651047e-07,1.7738593321313531e-06,4.7896808443486158e-04
4.8020000000000006e-10,1.3053709154496505e-06,4.1327649045399032e-07,1.5950189680908288e-06,4.1113720937622952e-04
4.8040000000000002e-10,1.2261886747671330e-06,1.9684605974514628e-07,1.3781443774745304e-06,3.4098072233548798e-04
4.8059999999999997e-10,1.1234816334128319e-06,-2.7964488545180668e-08,1.1285769145211552e-06,2.7500002714939581e-04
4.8080000000000004e-10,1.0013944760275327e-06,-2.5737115073272079e-07,8.5251062113987667e-07,2.1734488364959714e-04
4.8099999999999999e-10,8.6400329313336310e-07,-4.8710432896397960e-07,5.5690373840959128e-07,1.6992533714987589e-04
4.8120000000000005e-10,7.1511098015190769e-07,-7.1246151195118072e-07,2.4943170620293917e-07,1.3297125107616223e-04
4.8140000000000001e-10,5.5809477107977037e-07,-9.2840097297266160e-07,-6.1514271062234774e-08,1.0566326557106694e-04
4.8159999999999997e-10,3.9581553080258864e-07,-1.1296768683528493e-06,-3.6678323216065714e-07,8.6648451549770382e-05
4.8180000000000003e-10,2.3059343332103511e-07,-1.3110123195931904e-06,-6.5638955306764065e-07,7.4395338584464185e-05
4.8199999999999999e-10,6.4249086091914552e-08,-1.4673030333600712e-06,-9.1943528306468200e-07,6.7410184771343781e-05
4.8220000000000005e-10,-1.0179661024489652e-07,-1.5938402020829966e-06,-1.1440653238060260e-06,6.4354120041800191e-05
4.8240000000000001e-10,-2.6637607800753673e-07,-1.6865383104674060e-06,-1.3174944192599790e-06,6.4096492304370153e-05
4.8259999999999997e-10,-4.2839906229595282e-07,-1.7421514904115331e-06,-1.4261376859768592e-06,6.5729658045644485e-05
4.8280000000000003e-10,-5.8666729410979800e-07,-1.7584615581033019e-06,-1.4558679749946926e-06,6.8561421359789341e-05
4.8299999999999999e-10,-7.3970170366754489e-07,-1.7344220160614583e-06,-1.3924095331706572e-06,7.2095065331656162e-05
4.8320000000000005e-10,-8.8560361503809809e-07,-1.6702451010652670e-06,-1.2218501363685528e-06,7.6003118794782629e-05
4.8340000000000001e-10,-1.0219687305598945e-06,-1.5674231937944832e-06,-9.3123147746313932e-07,8.0098837310782576e-05
4.8359999999999996e-10,-1.1458680533068559e-06,-1.4286811769265817e-06,-5.0916619751400365e-07,8.4308126337574144e-05
4.8380000000000003e-10,-1.2539035684864178e-06,-1.2578620897477972e-06,5.3582812435306130e-08,8.8643824337768034e-05
4.8399999999999998e-10,-1.3423390934942783e-06,-1.0597540544264694e-06,7.6362775560407909e-07,9.3183646565326648e-05
4.8420000000000004e-10,-1.4072989480135581e-06,-8.3987131934443000e-07,1.6246368181648849e-06,9.8052569254055747e-05
4.8440000000000000e-10,-1.4450197986436203e-06,-6.0420584158758377e-07,2.6371985639731192e-06,1.0340999034524811e-04
4.8460000000000006e-10,-1.4521349847257112e-06,-3.5896773608652519e-07,3.7988710612429800e-06,1.0944164559159132e-04
4.8480000000000002e-10,-1.4259665053417417e-06,-1.1033298363134802e-07,5.1043894236595761e-06,1.1635599437869064e-04
4.8499999999999998e-10,-1.3647981146689889e-06,1.3578492831710081e-07,6.5459849256142547e-06,1.2438460813125014e-04
4.8520000000000004e-10,-1.2681038476858371e-06,3.7392598883026770e-07,8.1137601925666377e-06,1.3378596404480691e-04
4.8540000000000000e-10,-1.1367097078080375e-06,5.9922813076062774e-07,9.7960692990426877e-06,1.4485191035260397e-04
4.8560000000000006e-10,-9.7287184056158979e-07,8.0752087494411829e-07,1.1579867214685656e-05,1.5791583392754186e-04
4.8580000000000002e-10,-7.8026170364215194e-07,9.9536863919363542e-07,1.3451015625241691e-05,1.7336108175083708e-04
4.8599999999999998e-10,-5.6385676876570370e-07,1.1600684409710424e-06,1.5394555660435384e-05,1.9162723739954467e-04
4.8620000000000004e-10,-3.2974332708790745e-07,1.2996100085148240e-06,1.7394976341054990e-05,2.1321008403017531e-04
4.8640000000000000e-10,-8.4845218617444746e-08,1.4126084012840651e-06,1.9436516293866866e-05,2.3864800208000300e-04
4.8660000000000006e-10,1.6340190983550460e-07,1.4982200566423754e-06,2.1503534067792598e-05,2.6848257788562510e-04
4.8680000000000001e-10,4.0740737546378021e-07,1.5560528234870447e-06,2.3580970684128889e-05,3.0317404570395198e-04
4.8699999999999997e-10,6.3978816702628476e-07,1.5860792516874517e-06,2.5654910417889290e-05,3.4294395944688513e-04
4.8720000000000003e-10,8.5371303284296446e-07,1.5885605053714541e-06,2.7713226751151967e-05,3.8751332654793976e-04
4.8739999999999999e-10,1.0432058880607016e-06,1.5639861102359370e-06,2.9746284267659094e-05,4.3571800279384472e-04
4.8760000000000005e-10,1.2033905400393654e-06,1.5130326366871925e-06,3.1747657100168148e-05,4.8504011949958775e-04
4.8780000000000001e-10,1.3306638588528972e-06,1.4365425649796800e-06,3.3714821833779567e-05,5.3122203856359863e-04
4.8799999999999997e-10,1.4227901857235676e-06,1.3355230525605003e-06,3.5649787274093956e-05,5.6830809438380438e-04
4.8820000000000003e-10,1.4789154711922045e-06,1.2111630962940459e-06,3.7559633740365047e-05,5.8953712901222235e-04
4.8839999999999999e-10,1.4995049361806360e-06,1.0648665546350703e-06,3.9456948436418381e-05,5.8920899071299550e-04
4.8860000000000005e-10,1.4862126298132421e-06,8.9829754446539879e-07,4.1360158790868973e-05,5.6489605172927674e-04
4.8880000000000001e-10,1.4416949182024228e-06,7.1343375214447413e-07,4.3293780580893692e-05,5.1873641815849503e-04
4.8899999999999997e-10,1.3693825954562952e-06,5.1262216558965363e-07,4.5288610910660639e-05,4.5688558566927287e-04
4.8920000000000003e-10,1.2732279703804264e-06,2.9863071306978356e-07,4.7381907147486468e-05,3.8744113298810678e-04
4.8939999999999999e-10,1.1574440114108372e-06,7.4688449919699574e-08,4.9617601720004223e-05,3.1809294611451048e-04
4.8960000000000005e-10,1.0262524995221814e-06,-1.5549351156583172e-07,5.2046609547882197e-05,2.5458515277946794e-04
4.8980000000000000e-10,8.8365719014191427e-07,-3.8772795242028692e-07,5.4727290167495337e-05,2.0026898802195481e-04
4.9000000000000007e-10,7.3325623455138508e-07,-6.1739100541718934e-07,5.7726130621647853e-05,1.5641725423378824e-04
4.9020000000000002e-10,5.7810556641040545e-07,-8.3949984190415677e-07,6.1118717940646135e-05,1.2284022159379736e-04
4.9039999999999998e-10,4.2064165252946558e-07,-1.0488305151256945e-06,6.4991071127543527e-05,9.8489839847732576e-05
4.9060000000000004e-10,2.6266801112826344e-07,-1.2400743818443158e-06,6.9441400666301353e-05,8.1921634784461531e-05
4.9080000000000000e-10,1.0540533882990618e-07,-1.4080276091874920e-06,7.4582355955058979e-05,7.1598987470101335e-05
4.9100000000000006e-10,-5.0399835141719086e-08,-1.5478043598151323e-06,8.0543802756060713e-05,6.6071581727750563e-05
4.9120000000000002e-10,-2.0431801267406713e-07,-1.6550608014307627e-06,8.7476135277593476e-05,6.4067600549053746e-05
4.9139999999999998e-10,-3.5604573028383564e-07,-1.7262145671947715e-06,9.5554056816181263e-05,6.4531758559244656e-05
4.9160000000000004e-10,-5.0519903250441398e-07,-1.7586430920429605e-06,1.0498063626254608e-04,6.6631103439934115e-05
4.9180000000000000e-10,-6.5111211874132209e-07,-1.7508446258823413e-06,1.1599122957548538e-04,6.9742373874925767e-05
4.9200000000000006e-10,-7.9266252020454611e-07,-1.7025477617925854e-06,1.2885649178348630e-04,7.3429349337666614e-05
4.9220000000000002e-10,-9.2814284829426725e-07,-1.6147588998866210e-06,1.4388311878895147e-04,7.7415468318938510e-05
4.9239999999999997e-10,-1.0551958149894134e-06,-1.4897418826721437e-06,1.6141004460860749e-04,8.1555201313208888e-05
4.9260000000000004e-10,-1.1708240274739472e-06,-1.3309296060041181e-06,1.8179645046793579e-04,8.5806600450925998e-05
4.9279999999999999e-10,-1.2714794013469881e-06,-1.1427731395716237e-06,2.0539598931679448e-04,9.0206719564897477e-05
4.9300000000000006e-10,-1.3532295163952247e-06,-9.3053915299532593e-07,2.3250904224359588e-04,9.4851018719188109e-05
4.9320000000000001e-10,-1.4119905921535645e-06,-7.0007065399141928e-07,2.6330184505808559e-04,9.9877372081486098e-05
4.9339999999999997e-10,-1.4438097814639873e-06,-4.5752874427635524e-07,2.9767903361659933e-04,1.0545488251908999e-04
4.9360000000000003e-10,-1.4451739283112671e-06,-2.0913401405894039e-07,3.3509761825665845e-04,1.1177738066993444e-04
4.9379999999999999e-10,-1.4133184422264099e-06,3.9074725105930356e-08,3.7432239059468519e-04,1.1906125226314947e-04
4.9400000000000005e-10,-1.3465089268682614e-06,2.8144925609750484e-07,4.1315645918500781e-04,1.2754707814190854e-04
4.9420000000000001e-10,-1.2442698209314769e-06,5.1289709597916473e-07,4.4824570344545521e-04,1.3750444654730753e-04
4.9439999999999997e-10,-1.1075384322767276e-06,7.2899642296956978e-07,4.7513989996422816e-04,1.4923913809866847e-04
4.9460000000000003e-10,-9.3872896106407479e-07,9.2605917490804933e-07,4.8882940444877176e-04,1.6310158204610047e-04
4.9479999999999999e-10,-7.4169877449956609e-07,1.1011453053374709e-06,4.8484727557440802e-04,1.7949486753248841e-04
4.9500000000000005e-10,-5.2161752195834233e-07,1.2520349988557207e-06,4.6068087726412824e-04,1.9887939991730368e-04
4.9520000000000001e-10,-2.8474781771589496e-07,1.3771683478653731e-06,4.1686863967303175e-04,2.2176911987797080e-04
4.9539999999999996e-10,-3.8153371469568967e-08,1.4755634183612364e-06,3.5715359315651926e-04,2.4871051149196296e-04
4.9560000000000003e-10,2.1064404101263403e-07,1.5467237978106984e-06,2.8756659326506436e-04,2.8022987014208171e-04
4.9579999999999998e-10,4.5403394617767767e-07,1.5905457957832336e-06,2.1492594631354262e-04,3.1672649510992249e-04
4.9600000000000004e-10,6.8468690664805339e-07,1.6072337491829152e-06,1.4544687798404419e-04,3.5828174635370432e-04
4.9620000000000000e-10,8.9589971301648155e-07,1.5972297231505703e-06,8.3889388910494882e-05,4.0435383467938863e-04
4.9640000000000006e-10,1.0818941317626191e-06,1.5611616450196519e-06,3.3280477297127047e-05,4.5335364459644695e-04
4.9660000000000002e-10,1.2380518170965159e-06,1.4998118378686991e-06,-4.9779979406374348e-06,5.0217673702720740e-04
4.9679999999999998e-10,1.3610734800429337e-06,1.4141061879356585e-06,-3.0825283808822632e-05,5.4591995304358032e-04
4.9700000000000004e-10,1.4490563209055220e-06,1.3051228151377882e-06,-4.5214841575624663e-05,5.7818071561958884e-04
4.9720000000000000e-10,1.5014895607249547e-06,1.1741180494803416e-06,-4.9801073523440848e-05,5.9231333569284680e-04
4.9740000000000006e-10,1.5191732277949158e-06,1.0225666260584887e-06,-4.6654704564732976e-05,5.8353730167419525e-04
4.9760000000000002e-10,1.5040698575056242e-06,8.5221216585777454e-07,-3.8010709125422713e-05,5.5097976713360799e-04
4.9779999999999998e-10,1.4591022657986805e-06,6.6512311500048417e-07,-2.6054524623681528e-05,4.9836849784091618e-04
4.9800000000000004e-10,1.3879129928529399e-06,4.6374836291367792e-07,-1.2754265095840070e-05,4.3283603998704083e-04
4.9820000000000000e-10,1.2946024080770956e-06,2.5096584771901096e-07,2.5561644642902439e-07,3.6258551167751878e-04
4.9840000000000006e-10,1.1834628955281290e-06,3.0116769733486315e-08,1.1738898855165285e-05,2.9473969064458820e-04
4.9860000000000002e-10,1.0587260861822528e-06,-1.9498220129523255e-07,2.0875240511733152e-05,2.3419865154203473e-04
4.9879999999999997e-10,9.2433883495171133e-07,-4.2005590237113662e-07,2.7239230144747377e-05,1.8351680532082266e-04
